Amplitude1,PhaseShift1,Omega1,Beta1,Amplitude2,PhaseShift2,Omega2,Beta2,Buckling,Stiffness
-55.420,-38.737,1.756,-64.740,11.998,82.620,1.977,41.503,-28762.700,10238821.376
186.483,2.286,0.032,-64.400,-8.473,65.422,1.611,15.212,-33615.300,6661958.144
59.488,30.428,1.157,55.036,-165.044,-74.965,0.147,63.473,19929.500,10009070.592
12.060,-35.300,1.563,29.244,6.564,53.111,1.009,-32.951,18357.600,10159388.672
40.020,-54.807,0.816,-27.080,-22.157,1.361,1.367,-39.322,-16077.200,9656144.896
155.728,-76.919,1.396,77.305,147.626,25.695,0.267,-71.466,24306.200,4704997.376
179.644,-21.389,0.691,-63.890,14.889,-16.300,1.218,-15.261,-32427.700,5804306.432
34.779,57.570,1.835,76.115,-12.426,-37.712,1.411,-22.258,35722.300,5531821.568
133.055,-9.985,0.101,-89.293,6.577,-38.065,1.808,13.399,32412.000,2591382.016
0.915,-53.950,1.473,10.630,85.296,3.062,1.048,-87.698,15308.600,2352353.024
-146.865,-73.219,0.182,-44.571,-35.056,-64.821,0.843,23.380,-26845.800,9547495.424
71.209,48.032,0.890,-88.455,12.608,38.531,1.869,40.982,35013.900,6847302.144
-43.243,-53.041,0.116,-51.381,-143.325,-4.867,0.373,4.288,-28914.700,8009180.672
-33.238,-14.950,0.782,7.810,-127.064,58.026,1.251,85.791,15224.300,2464804.352
8.862,28.361,1.707,-23.357,-90.973,-1.474,0.585,77.226,-19508.000,5550957.568
79.103,-37.714,1.149,68.685,-196.411,13.876,0.307,-36.961,28969.500,9008349.184
3.773,-60.525,1.727,-59.659,109.892,48.754,0.828,83.326,-22699.700,6123715.072
6.138,-42.421,1.803,-8.135,157.957,-77.172,0.258,-68.221,-15179.800,5186961.920
-28.520,54.680,0.204,-43.454,-84.167,-86.979,1.640,87.168,-22066.500,7180743.168
-12.651,36.054,0.914,45.742,-139.014,-74.523,0.214,44.496,21889.600,12336848.896
10.217,44.477,1.585,23.702,31.509,-81.936,0.392,-59.542,-19530.600,8695665.664
-25.369,21.299,1.446,89.071,14.482,42.788,1.889,-44.614,-33366.400,6984776.192
58.806,-58.096,1.024,50.657,14.735,60.169,1.258,-19.215,24993.700,8654288.896
-14.422,85.689,1.533,34.253,-12.417,-26.885,1.584,-30.314,19352.200,10413381.632
-6.116,-3.651,1.810,-4.909,-61.963,-34.552,1.848,67.357,15003.800,4416675.328
-114.767,32.435,1.744,79.047,-40.123,-30.869,1.306,51.244,28542.600,7493921.280
31.007,74.322,1.926,-58.843,12.620,11.095,0.698,-25.105,-29808.800,9257240.576
-65.109,89.994,0.707,-35.778,9.019,2.026,1.493,-5.327,-15592.300,5423114.752
-152.815,74.738,1.404,73.443,-136.782,-53.325,0.586,-52.616,25696.300,7555481.600
-50.199,-5.827,0.452,-76.964,-35.274,80.099,0.367,-16.038,-32909.100,3542146.560
-55.118,-19.862,0.807,-80.731,-92.725,-51.336,1.204,79.427,-23536.300,2936418.560
29.614,18.760,0.893,-20.606,36.403,-18.041,0.497,14.315,-16393.200,5198255.616
48.427,-9.432,0.130,-12.308,8.162,32.708,0.278,-83.969,-14708.300,2389024.512
-67.066,21.087,0.546,-82.843,134.627,10.177,0.240,-30.096,-35540.900,4594080.256
-22.367,-11.587,0.568,16.187,-9.222,-84.946,1.673,-23.206,14649.000,6074588.160
-15.228,65.647,1.204,15.462,12.840,64.793,1.695,35.898,14090.300,7746481.152
198.555,-0.383,0.974,-74.427,-106.875,-68.413,0.286,20.372,-32487.200,3521177.600
-29.744,76.615,0.343,6.266,51.310,61.562,1.223,54.391,14569.200,6965251.584
-9.535,-31.527,1.976,72.286,33.474,-41.855,0.963,63.129,23669.100,7081690.112
-52.125,-7.387,0.745,-38.270,19.759,-3.699,1.140,24.487,-19255.200,9082038.272
30.108,42.190,0.881,19.979,-161.249,76.495,0.002,-73.514,-17104.500,4933809.152
65.367,36.927,0.307,-37.928,-12.631,29.561,1.782,-37.664,-18941.200,11697377.280
19.452,-68.175,1.647,45.064,50.123,26.388,0.223,-65.956,21688.900,10078256.128
70.201,84.620,0.378,9.474,102.388,24.428,1.993,74.918,14716.000,3204208.384
19.250,48.567,1.032,-8.930,171.982,-80.799,0.244,-49.327,-13877.800,7669332.992
47.191,-17.695,1.123,-49.516,177.638,62.151,0.418,-40.549,-22235.100,11615985.664
-22.842,62.890,0.933,2.861,-50.843,-54.835,1.661,62.396,15179.800,5863986.688
16.910,-26.119,1.391,32.406,107.297,73.639,0.413,-9.558,18808.700,8708352.000
60.924,10.187,0.582,-10.337,34.645,-63.521,0.756,0.139,-12665.400,3544081.408
-9.704,-52.473,1.627,23.957,138.197,-6.781,0.403,21.452,15511.000,7375216.128
-41.445,-66.605,1.685,-78.691,104.139,-58.147,0.618,-50.490,-30994.700,7334533.632
9.149,47.169,1.577,-17.493,6.390,67.945,1.762,-1.542,-12635.600,3549742.848
-180.383,32.154,0.298,27.337,-8.486,18.122,1.777,-25.700,16970.000,7458861.568
9.403,-24.852,1.497,-11.739,54.388,15.961,0.100,-85.103,-15159.800,2474043.136
-100.174,-10.926,0.214,42.657,-176.617,-64.009,0.179,69.559,19507.100,9467825.152
39.845,-22.442,1.489,82.929,116.657,-5.879,0.124,-6.487,28348.800,1901001.728
157.618,-17.446,0.505,-68.216,-0.384,-59.466,0.480,-7.644,-32664.600,4813600.768
63.123,4.109,0.328,-50.161,-23.602,-70.254,1.156,-31.837,-24049.700,11274768.384
33.266,73.203,1.095,39.593,-7.948,37.201,1.840,25.547,21085.400,9902311.424
-84.894,-66.024,0.992,-57.226,-159.398,28.025,0.708,-69.076,-20119.500,8798507.008
-23.817,-60.405,0.964,-76.101,73.036,-12.881,0.128,29.031,-35789.700,7351145.472
24.433,8.194,0.015,-89.497,138.280,-10.107,1.245,70.308,25429.300,3584817.920
-61.796,-33.002,1.420,-83.992,63.534,6.674,0.721,64.528,27245.800,5359895.552
107.737,-80.725,0.283,46.551,3.593,52.692,1.128,50.524,20343.600,12210221.056
59.451,-44.974,0.408,-34.277,-10.421,-40.520,1.513,-19.707,-16825.000,7645907.968
-136.928,-62.094,1.433,78.157,171.109,-13.889,0.378,61.279,24655.500,6104821.760
80.983,78.072,0.139,-7.530,92.488,45.864,1.016,59.547,14764.700,6080910.848
23.151,4.923,1.740,50.376,39.312,-33.068,1.630,-58.136,22830.900,11246565.376
-47.652,55.383,0.916,-49.131,118.557,-57.233,0.891,-75.694,-20347.200,8102153.728
-196.480,-45.791,0.254,-41.782,55.346,55.214,0.939,45.888,-24448.100,11775199.232
8.271,14.838,1.722,21.693,-27.708,-58.726,0.881,-14.005,15108.900,5050315.776
123.331,83.887,0.352,-16.713,-17.681,67.356,1.480,-38.088,-17165.900,10210049.024
10.169,19.316,1.779,-32.381,24.876,-36.317,1.444,-45.078,-17285.600,11343531.008
42.296,-49.615,1.076,61.370,5.024,59.173,1.750,3.001,30732.500,5507837.952
-176.690,-34.431,1.619,79.696,154.187,-50.674,0.771,-61.504,27558.900,6083854.848
9.385,78.870,1.669,-24.747,95.516,88.575,0.458,-4.559,-15860.100,6934174.208
135.105,-2.579,1.937,86.459,-17.589,-15.155,1.696,82.355,22303.700,2042734.464
9.117,-63.288,0.524,-53.078,-35.864,75.500,1.665,-56.520,-20602.000,11534577.664
-15.224,38.503,1.306,-23.942,52.572,5.890,0.659,19.417,-16206.200,5891245.568
189.875,-43.281,0.120,-33.090,7.324,-77.487,1.953,26.454,-17154.700,8253262.336
-183.755,-12.415,0.489,86.816,70.694,-41.360,1.276,-74.453,-24695.200,3263975.936
-76.430,-19.679,0.509,-0.254,-15.669,-28.235,1.351,-28.671,-13284.600,6427897.344
25.229,-2.966,1.244,44.780,-113.875,2.367,0.014,-84.934,21525.200,7096624.640
-123.582,-58.829,0.105,-82.087,43.640,33.345,0.597,7.089,-29656.300,2270014.976
-8.053,-4.449,1.673,16.936,88.084,47.775,1.337,65.355,16007.700,6371018.752
